V1	V2	R_mean	P_mean	V5
original_glszm_SizeZoneNonUniformityNormalized	STIP1	0.378278036616469	1.73949175575646	least
original_glszm_SizeZoneNonUniformityNormalized	TUSC2	0.429154041733821	1.75616693123492	least
original_glszm_SizeZoneNonUniformityNormalized	YME1L1	0.420550972184764	1.66024357363593	least
original_glszm_SizeZoneNonUniformityNormalized	ZNF286A	0.411631172498895	1.91325507553094	least
original_glszm_ZoneEntropy	HLA	0.448548241206856	1.87783868264465	least
original_glszm_ZoneEntropy	ANKHD1	0.479020345954784	2.02030180776163	least
original_glszm_ZoneEntropy	ARPC4	0	0	most
original_glszm_ZoneEntropy	BCL2L2	0.426599050691516	1.66196221264645	least
original_glszm_ZoneEntropy	LY75	0	0	most
original_glszm_ZoneEntropy	MSH5	0	0	most
original_glszm_ZoneEntropy	SENP3	0.426777414563096	1.72178771511747	least
original_glszm_ZoneEntropy	TNFSF12	0.375797779699681	1.56262393485498	least
original_glszm_ZoneEntropy	APOBEC3F	0.411657475926245	1.68818482117138	least
original_glszm_ZoneEntropy	HNRNPA1	0.420730233306175	1.71548145038871	least
original_glszm_ZoneEntropy	JUP	0.457210603452926	1.98394024223306	least
original_glszm_ZoneEntropy	NBPF10	0.427706919234427	1.68866501595832	least
original_glszm_ZoneEntropy	NBPF11	0.426159536194828	1.71007442590767	least
original_glszm_ZoneEntropy	NBPF14	0.428167240045432	1.69033419912131	least
original_glszm_ZoneEntropy	NBPF15	0.418670099806204	1.67721390751476	least
original_glszm_ZoneEntropy	NBPF26	0.452414546382375	1.769185140366	least
original_glszm_ZoneEntropy	NDUFC2	0	0	most
original_glszm_ZoneEntropy	NPIPA5	0.442186171262744	1.92244935050824	least
original_glszm_ZoneEntropy	PDE10A	0.438724313673979	1.62856334649794	least
original_glszm_ZoneEntropy	RPL17	0	0	most
original_glszm_ZoneEntropy	ST6GALNAC2	0.454696714801434	1.77503880727691	least
original_glszm_ZoneEntropy	STIP1	0.3976340368108	1.62855326785197	least
original_glszm_ZoneEntropy	TUSC2	0.456328079013347	1.91612121140999	least
original_glszm_ZoneEntropy	YME1L1	0.43474898924634	1.66492970246278	least
original_glszm_ZoneEntropy	ZNF286A	0.401063203367663	1.78187273490957	least
original_glrlm_ShortRunHighGrayLevelEmphasis	HLA	0.420783683466124	1.80744370422135	least
original_glrlm_ShortRunHighGrayLevelEmphasis	ANKHD1	0.440734172439033	1.86767845843057	least
original_glrlm_ShortRunHighGrayLevelEmphasis	ARPC4	0.44915155015089	1.6927047523519	least
original_glrlm_ShortRunHighGrayLevelEmphasis	BCL2L2	0.409845659724013	1.58740780285353	least
original_glrlm_ShortRunHighGrayLevelEmphasis	LY75	0.465285141884261	1.73772100470444	least
original_glrlm_ShortRunHighGrayLevelEmphasis	MSH5	0.391320074304264	1.68925811269205	least
original_glrlm_ShortRunHighGrayLevelEmphasis	SENP3	0.428385994811902	1.73704310643956	least
original_glrlm_ShortRunHighGrayLevelEmphasis	TNFSF12	0	0	most
original_glrlm_ShortRunHighGrayLevelEmphasis	APOBEC3F	0.426756939953983	1.65108414397659	least
original_glrlm_ShortRunHighGrayLevelEmphasis	HNRNPA1	0.39751946350759	1.537519627355	least
original_glrlm_ShortRunHighGrayLevelEmphasis	JUP	0.433870507618382	1.70375193091546	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NBPF10	0.438707953750564	1.79286155194589	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NBPF11	0.434538081049234	1.78431515635441	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NBPF14	0.436563062356739	1.77787719221879	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NBPF15	0.432351547407592	1.76552292234125	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NBPF26	0.436672265677567	1.73199968474464	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NDUFC2	0.396338227383178	1.55316706477535	least
original_glrlm_ShortRunHighGrayLevelEmphasis	NPIPA5	0.434969642843451	1.72377088167213	least
original_glrlm_ShortRunHighGrayLevelEmphasis	PDE10A	0.397235532090522	1.71689507157684	least
original_glrlm_ShortRunHighGrayLevelEmphasis	RPL17	0.389177398838964	1.78524460796015	least
original_glrlm_ShortRunHighGrayLevelEmphasis	ST6GALNAC2	0.432813156587314	1.85483097583633	least
original_glrlm_ShortRunHighGrayLevelEmphasis	STIP1	0.391042114111699	1.82056924015825	least
original_glrlm_ShortRunHighGrayLevelEmphasis	TUSC2	0.407169710906757	1.53203977933447	least
original_glrlm_ShortRunHighGrayLevelEmphasis	YME1L1	0.427806936951576	1.76203457563218	least
original_glrlm_ShortRunHighGrayLevelEmphasis	ZNF286A	0.411714917476067	1.82748585964391	least
original_glszm_SizeZoneNonUniformity	HLA	0.440761785509631	1.66285611185171	least
original_glszm_SizeZoneNonUniformity	ANKHD1	0.420669015618394	1.71247663399719	least
original_glszm_SizeZoneNonUniformity	ARPC4	0.431367814253256	1.96827279835828	least
original_glszm_SizeZoneNonUniformity	BCL2L2	0	0	most
original_glszm_SizeZoneNonUniformity	LY75	0	0	most
original_glszm_SizeZoneNonUniformity	MSH5	0.425596850565771	1.6527181337029	least
original_glszm_SizeZoneNonUniformity	SENP3	0	0	most
original_glszm_SizeZoneNonUniformity	TNFSF12	0.4156937006498	1.66138117505467	least
original_glszm_SizeZoneNonUniformity	APOBEC3F	0.435093945695417	1.65188791128708	least
original_glszm_SizeZoneNonUniformity	HNRNPA1	0.428107758773682	1.59092042022614	least
original_glszm_SizeZoneNonUniformity	JUP	0.414436513068406	1.78458003097467	least
original_glszm_SizeZoneNonUniformity	NBPF10	0.415663649512785	1.69844182868436	least
original_glszm_SizeZoneNonUniformity	NBPF11	0.393319983122426	1.68220214326086	least
original_glszm_SizeZoneNonUniformity	NBPF14	0.414688177091798	1.70129265455772	least
original_glszm_SizeZoneNonUniformity	NBPF15	0.417383610891872	1.71099927397437	least
original_glszm_SizeZoneNonUniformity	NBPF26	0.383844068089444	1.72708307616584	least
original_glszm_SizeZoneNonUniformity	NDUFC2	0.455471296201301	1.86832160033452	least
original_glszm_SizeZoneNonUniformity	NPIPA5	0.43594385098064	1.73113606480646	least
original_glszm_SizeZoneNonUniformity	PDE10A	0.403912830642321	1.73153829939985	least
original_glszm_SizeZoneNonUniformity	RPL17	0	0	most
original_glszm_SizeZoneNonUniformity	ST6GALNAC2	0.404579508889654	1.63323571675741	least
original_glszm_SizeZoneNonUniformity	STIP1	0.415366427901211	1.91580556826721	least
original_glszm_SizeZoneNonUniformity	TUSC2	0.436802387315418	1.81709597684419	least
original_glszm_SizeZoneNonUniformity	YME1L1	0.441540394820877	1.77342885064933	least
original_glszm_SizeZoneNonUniformity	ZNF286A	0.34488243477023	1.51177602260144	least
original_glszm_SmallAreaEmphasis	HLA	0.41389355776383	1.92346842257576	least
original_glszm_SmallAreaEmphasis	ANKHD1	0.429622282025192	1.95444307387626	least
original_glszm_SmallAreaEmphasis	ARPC4	0.449427080575645	1.70969710908173	least
original_glszm_SmallAreaEmphasis	BCL2L2	0.393256378188953	1.42474697201285	least
original_glszm_SmallAreaEmphasis	LY75	0.428994422522197	1.68970263668605	least
original_glszm_SmallAreaEmphasis	MSH5	0.416276075381774	1.53832267595298	least
original_glszm_SmallAreaEmphasis	SENP3	0	0	most
original_glszm_SmallAreaEmphasis	TNFSF12	0.412590660560723	1.55011735147553	least
original_glszm_SmallAreaEmphasis	APOBEC3F	0.390824920816389	1.69027164825166	least
original_glszm_SmallAreaEmphasis	HNRNPA1	0.394769686622499	1.71535170789087	least
original_glszm_SmallAreaEmphasis	JUP	0.442211653174759	1.82312007634817	least
original_glszm_SmallAreaEmphasis	NBPF10	0.438776492155047	1.79623718235583	least
original_glszm_SmallAreaEmphasis	NBPF11	0.439754075990678	1.7162400184669	least
original_glszm_SmallAreaEmphasis	NBPF14	0.437104754216432	1.78939574772927	least
original_glszm_SmallAreaEmphasis	NBPF15	0.433203289989084	1.70369886904336	least
original_glszm_SmallAreaEmphasis	NBPF26	0.450229257411641	1.82127019490071	least
original_glszm_SmallAreaEmphasis	NDUFC2	0.461807059137022	1.67739341007785	least
original_glszm_SmallAreaEmphasis	NPIPA5	0.427093351084065	1.75968919413631	least
original_glszm_SmallAreaEmphasis	PDE10A	0.475193202842445	1.79734278807809	least
original_glszm_SmallAreaEmphasis	RPL17	0	0	most
original_glszm_SmallAreaEmphasis	ST6GALNAC2	0.466290507312806	1.91186086975014	least
original_glszm_SmallAreaEmphasis	STIP1	0.386633909847086	1.66745958818527	least
original_glszm_SmallAreaEmphasis	TUSC2	0.434712339866017	1.75034847878779	least
original_glszm_SmallAreaEmphasis	YME1L1	0.406167278692496	1.68643504160735	least
original_glszm_SmallAreaEmphasis	ZNF286A	0.41199964916862	1.83557524765354	least
original_glrlm_ShortRunEmphasis	HLA	0	0	most
original_glrlm_ShortRunEmphasis	ANKHD1	0.414447119651954	1.59492482390626	least
original_glrlm_ShortRunEmphasis	ARPC4	0.421571222522126	1.49628552037316	least
original_glrlm_ShortRunEmphasis	BCL2L2	0.434227974944408	1.82151030450111	least
original_glrlm_ShortRunEmphasis	LY75	0.411767305977932	1.69788362174794	least
original_glrlm_ShortRunEmphasis	MSH5	0	0	most
original_glrlm_ShortRunEmphasis	SENP3	0.413517023293124	1.46822581271626	least
original_glrlm_ShortRunEmphasis	TNFSF12	0.410890350547865	1.65127351903079	least
original_glrlm_ShortRunEmphasis	APOBEC3F	0.454979265007018	2.08151510539187	least
original_glrlm_ShortRunEmphasis	HNRNPA1	0.407776900064248	1.78161485449239	least
original_glrlm_ShortRunEmphasis	JUP	0.464857672967924	1.85461393721914	least
original_glrlm_ShortRunEmphasis	NBPF10	0.412216290519127	1.7452703890258	least
original_glrlm_ShortRunEmphasis	NBPF11	0.412216290519127	1.7452703890258	least
original_glrlm_ShortRunEmphasis	NBPF14	0.409799753762298	1.72498335377472	least
original_glrlm_ShortRunEmphasis	NBPF15	0.409799753762298	1.72498335377472	least
original_glrlm_ShortRunEmphasis	NBPF26	0.409799753762298	1.72498335377472	least
original_glrlm_ShortRunEmphasis	NDUFC2	0.464575351817228	1.61233399073277	least
original_glrlm_ShortRunEmphasis	NPIPA5	0.415947161667648	1.72799101898524	least
original_glrlm_ShortRunEmphasis	PDE10A	0.390208376471048	1.6613096836452	least
original_glrlm_ShortRunEmphasis	RPL17	0.422542338672487	1.86297627383303	least
original_glrlm_ShortRunEmphasis	ST6GALNAC2	0.485534601258838	2.08735838807124	least
original_glrlm_ShortRunEmphasis	STIP1	0.407570743180889	1.92660091130445	least
original_glrlm_ShortRunEmphasis	TUSC2	0.455787133443806	1.85149991288712	least
original_glrlm_ShortRunEmphasis	YME1L1	0.423702528372746	1.70698301875076	least
original_glrlm_ShortRunEmphasis	ZNF286A	0.45061189770661	2.06010069618418	least
original_glrlm_RunLengthNonUniformityNormalized	HLA	0	0	most
original_glrlm_RunLengthNonUniformityNormalized	ANKHD1	0.427173830144931	1.66506276475967	least
original_glrlm_RunLengthNonUniformityNormalized	ARPC4	0	0	most
original_glrlm_RunLengthNonUniformityNormalized	BCL2L2	0.408945946947453	1.70415225317831	least
original_glrlm_RunLengthNonUniformityNormalized	LY75	0.401127949178379	1.63406925657077	least
original_glrlm_RunLengthNonUniformityNormalized	MSH5	0	0	most
original_glrlm_RunLengthNonUniformityNormalized	SENP3	0.441453329575884	1.56810177366279	least
original_glrlm_RunLengthNonUniformityNormalized	TNFSF12	0	0	most
original_glrlm_RunLengthNonUniformityNormalized	APOBEC3F	0.432688781708444	1.89067001487981	least
original_glrlm_RunLengthNonUniformityNormalized	HNRNPA1	0.394775009575306	1.7202319763397	least
original_glrlm_RunLengthNonUniformityNormalized	JUP	0.451864791227365	1.76525560501074	least
original_glrlm_RunLengthNonUniformityNormalized	NBPF10	0.427170798499333	1.83886723341804	least
original_glrlm_RunLengthNonUniformityNormalized	NBPF11	0.427170798499333	1.83886723341804	least
original_glrlm_RunLengthNonUniformityNormalized	NBPF14	0.426134694385352	1.83048616825977	least
original_glrlm_RunLengthNonUniformityNormalized	NBPF15	0.426134694385352	1.83048616825977	least
original_glrlm_RunLengthNonUniformityNormalized	NBPF26	0.426134694385352	1.83048616825977	least
original_glrlm_RunLengthNonUniformityNormalized	NDUFC2	0.440962167575061	1.55573897418654	least
original_glrlm_RunLengthNonUniformityNormalized	NPIPA5	0.402642978616908	1.64259800655079	least
original_glrlm_RunLengthNonUniformityNormalized	PDE10A	0.415734732200895	1.75352074457821	least
original_glrlm_RunLengthNonUniformityNormalized	RPL17	0.424619939876317	1.77001013953353	least
original_glrlm_RunLengthNonUniformityNormalized	ST6GALNAC2	0.451771943304269	1.86749104281543	least
original_glrlm_RunLengthNonUniformityNormalized	STIP1	0.407415256777841	1.90207478430744	least
original_glrlm_RunLengthNonUniformityNormalized	TUSC2	0.471111175151553	2.00052818169405	least
original_glrlm_RunLengthNonUniformityNormalized	YME1L1	0.414674855491787	1.72641832619754	least
original_glrlm_RunLengthNonUniformityNormalized	ZNF286A	0.443763255160227	2.04519553951515	least
original_glszm_SmallAreaHighGrayLevelEmphasis	HLA	0.41728122453161	2.03719975048603	least
original_glszm_SmallAreaHighGrayLevelEmphasis	ANKHD1	0.406893455392853	1.83243549878528	least
original_glszm_SmallAreaHighGrayLevelEmphasis	ARPC4	0.433481559103152	1.80009894500561	least
original_glszm_SmallAreaHighGrayLevelEmphasis	BCL2L2	0.430244744222388	1.76124355415058	least
original_glszm_SmallAreaHighGrayLevelEmphasis	LY75	0	0	most
original_glszm_SmallAreaHighGrayLevelEmphasis	MSH5	0.414420783187446	1.73576111509728	least
original_glszm_SmallAreaHighGrayLevelEmphasis	SENP3	0.445629812752758	1.79236853946966	least
original_glszm_SmallAreaHighGrayLevelEmphasis	TNFSF12	0.403544407519014	1.58884151015729	least
original_glszm_SmallAreaHighGrayLevelEmphasis	APOBEC3F	0.410716667450972	1.89021683995362	least
original_glszm_SmallAreaHighGrayLevelEmphasis	HNRNPA1	0.420353792632232	1.59427221229769	least
original_glszm_SmallAreaHighGrayLevelEmphasis	JUP	0.452351837556914	1.94682455987498	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NBPF10	0.421026342733592	1.84068814673177	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NBPF11	0.410825875493341	1.90335444250952	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NBPF14	0.417801131989523	1.8236465541218	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NBPF15	0.417547663863368	1.81522001591293	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NBPF26	0.381801071324542	1.80991950834561	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NDUFC2	0.448443732162815	1.96184962535749	least
original_glszm_SmallAreaHighGrayLevelEmphasis	NPIPA5	0.419355921499741	1.75944291682634	least
original_glszm_SmallAreaHighGrayLevelEmphasis	PDE10A	0.419334312567588	1.91047864253959	least
original_glszm_SmallAreaHighGrayLevelEmphasis	RPL17	0.399463098021175	1.6275891881448	least
original_glszm_SmallAreaHighGrayLevelEmphasis	ST6GALNAC2	0.432533856847389	1.80819525028815	least
original_glszm_SmallAreaHighGrayLevelEmphasis	STIP1	0.371615098753485	1.65202027570712	least
original_glszm_SmallAreaHighGrayLevelEmphasis	TUSC2	0.415558898191917	1.6448009978653	least
original_glszm_SmallAreaHighGrayLevelEmphasis	YME1L1	0.390941743354796	1.57224710050965	least
original_glszm_SmallAreaHighGrayLevelEmphasis	ZNF286A	0.417939387686174	1.79046962899736	least
